DATASET,MODEL,RUN,XOPT_DE,XOPT_DE_SCALED,FOPT_DE,FOPT_DE_SCALED,XOPT_PSO,XOPT_PSO_SCALED,FOPT_PSO,FOPT_PSO_SCALED,TIME,MAEDEantes,MAbsEDEantes,MAPEDEantes,MAEPSOantes,MAbsEPSOantes,MAPEPSOantes,MAEDEdepois,MAbsEDEdepois,MAPEDEdepois,MAEPSOdepois,MAbsEPSOdepois,MAPEPSOdepois
Diabetes,SVM,10,[1.],[0.29788971],6494.317294166691,0.5069956365951659,[1.],[1.],6494.317294166691,6494.317294166691,141.5054738521576,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5719330871548152,0.5036787065932845,3.449787967004765,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,11,[1.],[0.33095504],6494.317294166691,0.507527193795194,[1.],[1.],6494.317294166691,6494.317294166691,140.4837863445282,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.570784455193076,0.5087964008046082,3.468177376666971,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,12,[1.],[0.29772046],6494.317294166691,0.5069601444557956,[1.],[1.],6494.317294166691,6494.317294166691,140.70907425880432,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5719145777657405,0.5034408790341277,3.451100043587799,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,13,[1.],[0.32324102],6494.317294166691,0.5074431197134763,[1.],[1.],6494.317294166691,6494.317294166691,141.19333386421204,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5709992894566708,0.5087225386147926,3.4556306233871523,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,14,[1.],[0.3579467],6494.317294166691,0.5087769064043275,[1.],[1.],6494.317294166691,6494.317294166691,140.04148864746094,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5706657584090291,0.5079966568897294,3.5165077558640987,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,15,[1.],[0.31342417],6494.317294166691,0.507329029171631,[1.],[1.],6494.317294166691,6494.317294166691,140.3160800933838,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5713280786489426,0.506278672065842,3.4478908514892725,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,16,[1.],[0.30929218],6494.317294166691,0.5072937595772185,[1.],[1.],6494.317294166691,6494.317294166691,140.2871069908142,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5715068124489654,0.5058622878065211,3.4482034365402594,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,17,[1.],[0.30402912],6494.317294166691,0.5071817662949655,[1.],[1.],6494.317294166691,6494.317294166691,138.8131868839264,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5717277420319091,0.5050539013397022,3.450078860481248,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,18,[1.],[0.29958758],6494.317294166691,0.5071121564624642,[1.],[1.],6494.317294166691,6494.317294166691,367.955659866333,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5719080723600445,0.5041963311901477,3.4504115857700963,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,19,[1.],[0.32139897],6494.317294166691,0.5073784232199204,[1.],[1.],6494.317294166691,6494.317294166691,141.80466485023499,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5710297328534308,0.5083032059616666,3.454253854007742,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,20,[1.],[0.32214196],6494.317294166691,0.5074194500638903,[1.],[1.],6494.317294166691,6494.317294166691,140.7874984741211,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5710146127105364,0.5086062313313165,3.4547163420402325,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,21,[1.],[0.30216859],6494.317294166691,0.5071875417590999,[1.],[1.],6494.317294166691,6494.317294166691,140.56020665168762,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5718431103372417,0.5047520963524504,3.4505224200261257,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,22,[1.],[0.29381253],6494.317294166691,0.5074144343525937,[1.],[1.],6494.317294166691,6494.317294166691,145.91507363319397,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5724037596910313,0.502262656921328,3.4529620357484534,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,23,[1.],[0.33111267],6494.317294166691,0.5075336701626152,[1.],[1.],6494.317294166691,6494.317294166691,140.13052701950073,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5707871514762849,0.5087569667232396,3.46854474205309,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,24,[1.],[0.29761657],6494.317294166691,0.5069832602075457,[1.],[1.],6494.317294166691,6494.317294166691,140.0242702960968,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5719113540253277,0.5035179228515179,3.4493810183174447,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,25,[1.],[0.33275136],6494.317294166691,0.5075861704373842,[1.],[1.],6494.317294166691,6494.317294166691,145.80261898040771,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5707775832943304,0.5087988109067039,3.4722892352540615,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,26,[1.],[0.29772047],6494.317294166691,0.5069601445060686,[1.],[1.],6494.317294166691,6494.317294166691,140.36441326141357,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5719145776575162,0.5034408792800027,3.4511000486884167,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,27,[1.],[0.33550055],6494.317294166691,0.5076499674864678,[1.],[1.],6494.317294166691,6494.317294166691,139.6899447441101,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5707611141812056,0.5087677092151954,3.4772140244088834,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,28,[1.],[0.28453523],6494.317294166691,0.5082280676850343,[1.],[1.],6494.317294166691,6494.317294166691,140.5714249610901,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5735932171571203,0.5027931251245547,3.4600623569297593,0.5745325897590161,0.4733410856076783,4.997406879937878
Diabetes,SVM,29,[1.],[0.28472218],6494.317294166691,0.5082846244752303,[1.],[1.],6494.317294166691,6494.317294166691,139.85316395759583,69.30717665680045,67.44560480550994,0.5950911544308183,69.30717665680045,67.44560480550994,0.5950911544308183,0.5736074732426837,0.502760147809429,3.459897917860634,0.5745325897590161,0.4733410856076783,4.997406879937878
